"cigar"[3]: ["raise","trail","cigar"]
"study"[4]: ["raise","slunk","stump","study"]
"lover"[4]: ["raise","mower","hover","lover"]
"safer"[2]: ["raise","safer"]
"rivet"[4]: ["raise","relic","riper","rivet"]
"funny"[3]: ["raise","thong","funny"]
"smoke"[3]: ["raise","stoke","smoke"]
"mound"[4]: ["raise","thong","bound","mound"]
"undue"[3]: ["raise","fudge","undue"]
"sedan"[3]: ["raise","steak","sedan"]
"pagan"[3]: ["raise","mangy","pagan"]
"swine"[3]: ["raise","spine","swine"]
"guile"[4]: ["raise","white","opine","guile"]
"gusty"[4]: ["raise","slunk","bushy","gusty"]
"equip"[4]: ["raise","liken","fetid","equip"]
"tough"[3]: ["raise","thong","tough"]
"canoe"[5]: ["raise","gauge","lathe","maybe","canoe"]
"chaos"[3]: ["raise","scant","chaos"]
"covet"[4]: ["raise","fleck","covey","covet"]
"human"[3]: ["raise","allay","human"]
"udder"[5]: ["raise","mower","leper","tuber","udder"]
"lunch"[6]: ["raise","thong","bunch","munch","hunch","lunch"]
"blast"[4]: ["raise","quash","spasm","blast"]
"stray"[3]: ["raise","spark","stray"]
"manga"[3]: ["raise","mangy","manga"]
"melee"[4]: ["raise","fudge","penne","melee"]
"lefty"[3]: ["raise","fleck","lefty"]
"quick"[5]: ["raise","owing","chick","flick","quick"]
"paste"[6]: ["raise","salve","taste","haste","caste","paste"]
"given"[3]: ["raise","liken","given"]
"octet"[4]: ["raise","fleck","covey","octet"]
"risen"[2]: ["raise","risen"]
"groan"[3]: ["raise","graft","groan"]
"leaky"[4]: ["raise","gleam","leant","leaky"]
"grind"[3]: ["raise","wring","grind"]
"carve"[4]: ["raise","barge","farce","carve"]
"loose"[3]: ["raise","moose","loose"]
"sadly"[3]: ["raise","sandy","sadly"]
"spilt"[4]: ["raise","spiky","spill","spilt"]
"apple"[5]: ["raise","blade","angle","ample","apple"]
"slack"[4]: ["raise","scant","smack","slack"]
"honey"[4]: ["raise","fleck","penny","honey"]
"final"[3]: ["raise","antic","final"]
"sheen"[3]: ["raise","spent","sheen"]
"eerie"[2]: ["raise","eerie"]
"minty"[4]: ["raise","folio","tight","minty"]
"slick"[4]: ["raise","spiky","stick","slick"]
"derby"[4]: ["raise","mower","trend","derby"]
"wharf"[4]: ["raise","graft","dwarf","wharf"]
"spelt"[3]: ["raise","spent","spelt"]
"coach"[4]: ["raise","allay","dogma","coach"]
"erupt"[4]: ["raise","mower","trend","erupt"]
"singe"[3]: ["raise","siege","singe"]
"price"[4]: ["raise","crime","trice","price"]
"spawn"[3]: ["raise","scant","spawn"]
"fairy"[2]: ["raise","fairy"]
"jiffy"[3]: ["raise","folio","jiffy"]
"filmy"[3]: ["raise","folio","filmy"]
"stack"[3]: ["raise","scant","stack"]
"chose"[3]: ["raise","moose","chose"]
"sleep"[4]: ["raise","spent","sweep","sleep"]
"ardor"[4]: ["raise","graft","arbor","ardor"]
"nanny"[5]: ["raise","mangy","candy","fanny","nanny"]
"niece"[3]: ["raise","binge","niece"]
"woozy"[4]: ["raise","thong","bloom","woozy"]
"handy"[5]: ["raise","mangy","candy","dandy","handy"]
"grace"[3]: ["raise","crane","grace"]
"ditto"[4]: ["raise","folio","dingo","ditto"]
"stank"[4]: ["raise","scant","stand","stank"]
"cream"[5]: ["raise","feral","bread","creak","cream"]
"usual"[3]: ["raise","scant","usual"]
"diode"[5]: ["raise","binge","tithe","pixie","diode"]
"valor"[4]: ["raise","macro","tarot","valor"]
"angle"[3]: ["raise","blade","angle"]
"ninja"[4]: ["raise","antic","final","ninja"]
"muddy"[5]: ["raise","thong","fully","dumpy","muddy"]
"chase"[4]: ["raise","lease","phase","chase"]
"reply"[3]: ["raise","roger","reply"]
"prone"[3]: ["raise","drone","prone"]
"spoil"[3]: ["raise","bison","spoil"]
"heart"[3]: ["raise","feral","heart"]
"shade"[4]: ["raise","stave","shale","shade"]
"diner"[3]: ["raise","liner","diner"]
"arson"[3]: ["raise","spark","arson"]
"onion"[3]: ["raise","owing","onion"]
"sleet"[4]: ["raise","spent","smelt","sleet"]
"dowel"[7]: ["raise","fleck","lumen","jewel","vowel","bowel","dowel"]
"couch"[4]: ["raise","thong","holly","couch"]
"palsy"[4]: ["raise","gassy","patsy","palsy"]
"bowel"[6]: ["raise","fleck","lumen","jewel","vowel","bowel"]
"smile"[4]: ["raise","spine","slime","smile"]
"evoke"[5]: ["raise","fudge","penne","theme","evoke"]
"creek"[5]: ["raise","mower","freed","creep","creek"]
"lance"[4]: ["raise","gauge","lathe","lance"]
"eagle"[3]: ["raise","gauge","eagle"]
"idiot"[3]: ["raise","owing","idiot"]
"siren"[3]: ["raise","miser","siren"]
"built"[4]: ["raise","owing","chick","built"]
"embed"[5]: ["raise","fleck","penny","totem","embed"]
"award"[4]: ["raise","graft","chard","award"]
"dross"[4]: ["raise","burst","cross","dross"]
"annul"[4]: ["raise","allay","awful","annul"]
"goody"[3]: ["raise","thong","goody"]
"frown"[5]: ["raise","broth","proud","crown","frown"]
"patio"[3]: ["raise","manic","patio"]
"laden"[3]: ["raise","cadet","laden"]
"humid"[4]: ["raise","folio","unzip","humid"]
"elite"[4]: ["raise","white","unite","elite"]
"lymph"[4]: ["raise","thong","humph","lymph"]
"edify"[3]: ["raise","eking","edify"]
"might"[4]: ["raise","folio","tight","might"]
"reset"[3]: ["raise","rebus","reset"]
"visit"[4]: ["raise","bison","fishy","visit"]
"gusto"[4]: ["raise","slunk","bushy","gusto"]
"purse"[5]: ["raise","worse","verse","nurse","purse"]
"vapor"[5]: ["raise","macro","tarot","valor","vapor"]
"crock"[5]: ["raise","broth","proud","crown","crock"]
"write"[4]: ["raise","crime","bride","write"]
"sunny"[3]: ["raise","slunk","sunny"]
"loath"[3]: ["raise","allay","loath"]
"chaff"[5]: ["raise","allay","dogma","chant","chaff"]
"slide"[4]: ["raise","spine","slime","slide"]
"queer"[6]: ["raise","mower","leper","enter","freer","queer"]
"venom"[5]: ["raise","fleck","penny","tenet","venom"]
"stamp"[5]: ["raise","scant","stalk","staff","stamp"]
"sorry"[3]: ["raise","surly","sorry"]
"still"[4]: ["raise","spiky","stiff","still"]
"acorn"[4]: ["raise","graft","molar","acorn"]
"aping"[4]: ["raise","axial","aging","aping"]
"pushy"[4]: ["raise","slunk","bushy","pushy"]
"tamer"[5]: ["raise","gayer","wafer","maker","tamer"]
"hater"[6]: ["raise","gayer","wafer","maker","later","hater"]
"mania"[3]: ["raise","manic","mania"]
"awoke"[4]: ["raise","blade","acute","awoke"]
"brawn"[4]: ["raise","graft","drawn","brawn"]
"swift"[4]: ["raise","spiky","stiff","swift"]
"exile"[5]: ["raise","white","opine","guile","exile"]
"birch"[3]: ["raise","dirty","birch"]
"lucky"[4]: ["raise","thong","fully","lucky"]
"freer"[5]: ["raise","mower","leper","enter","freer"]
"risky"[2]: ["raise","risky"]
"ghost"[3]: ["raise","bossy","ghost"]
"plier"[3]: ["raise","cried","plier"]
"lunar"[4]: ["raise","graft","molar","lunar"]
"winch"[6]: ["raise","folio","tight","hippy","cinch","winch"]
"snare"[4]: ["raise","share","stare","snare"]
"nurse"[4]: ["raise","worse","verse","nurse"]
"house"[5]: ["raise","moose","copse","louse","house"]
"borax"[4]: ["raise","graft","molar","borax"]
"nicer"[3]: ["raise","liner","nicer"]
"lurch"[3]: ["raise","broth","lurch"]
"exalt"[4]: ["raise","gleam","leant","exalt"]
"about"[4]: ["raise","allay","adopt","about"]
"savvy"[5]: ["raise","sandy","sally","saucy","savvy"]
"toxin"[3]: ["raise","folio","toxin"]
"tunic"[4]: ["raise","folio","unzip","tunic"]
"pried"[5]: ["raise","cried","fried","tried","pried"]
"inlay"[3]: ["raise","antic","inlay"]
"chump"[3]: ["raise","thong","chump"]
"lanky"[5]: ["raise","mangy","candy","fanny","lanky"]
"cress"[3]: ["raise","dress","cress"]
"eater"[8]: ["raise","gayer","wafer","maker","later","hater","cater","eater"]
"elude"[3]: ["raise","fudge","elude"]
"cycle"[5]: ["raise","fudge","penne","bloke","cycle"]
"kitty"[6]: ["raise","folio","tight","bitty","ditty","kitty"]
"boule"[4]: ["raise","fudge","plume","boule"]
"moron"[5]: ["raise","broth","worry","forgo","moron"]
"tenet"[4]: ["raise","fleck","penny","tenet"]
"place"[5]: ["raise","blade","flame","plate","place"]
"lobby"[4]: ["raise","thong","jolly","lobby"]
"plush"[3]: ["raise","bossy","plush"]
"vigil"[4]: ["raise","folio","lipid","vigil"]
"index"[3]: ["raise","liken","index"]
"blink"[3]: ["raise","owing","blink"]
"clung"[3]: ["raise","thong","clung"]
"qualm"[4]: ["raise","allay","loath","qualm"]
"croup"[5]: ["raise","broth","proud","group","croup"]
"clink"[4]: ["raise","owing","blink","clink"]
"juicy"[4]: ["raise","owing","chick","juicy"]
"stage"[4]: ["raise","stave","stake","stage"]
"decay"[3]: ["raise","gleam","decay"]
"nerve"[4]: ["raise","drone","genre","nerve"]
"flier"[4]: ["raise","cried","plier","flier"]
"shaft"[3]: ["raise","scant","shaft"]
"crook"[6]: ["raise","broth","proud","crown","crock","crook"]
"clean"[4]: ["raise","gleam","bleat","clean"]
"china"[3]: ["raise","axial","china"]
"ridge"[3]: ["raise","rifle","ridge"]
"vowel"[5]: ["raise","fleck","lumen","jewel","vowel"]
"gnome"[4]: ["raise","fudge","glove","gnome"]
"snuck"[3]: ["raise","slunk","snuck"]
"icing"[5]: ["raise","owing","vying","cling","icing"]
"spiny"[4]: ["raise","spiky","spicy","spiny"]
"rigor"[3]: ["raise","robin","rigor"]
"snail"[2]: ["raise","snail"]
"flown"[5]: ["raise","thong","clown","blown","flown"]
"rabid"[2]: ["raise","rabid"]
"prose"[3]: ["raise","worse","prose"]
"thank"[5]: ["raise","allay","dogma","chant","thank"]
"poppy"[5]: ["raise","thong","jolly","dowdy","poppy"]
"budge"[4]: ["raise","fudge","nudge","budge"]
"fiber"[7]: ["raise","liner","piper","wider","tiger","fixer","fiber"]
"moldy"[4]: ["raise","thong","jolly","moldy"]
"dowdy"[4]: ["raise","thong","jolly","dowdy"]
"kneel"[3]: ["raise","fleck","kneel"]
"track"[3]: ["raise","graft","track"]
"caddy"[4]: ["raise","mangy","cabby","caddy"]
"quell"[3]: ["raise","fleck","quell"]
"dumpy"[4]: ["raise","thong","fully","dumpy"]
"paler"[6]: ["raise","gayer","wafer","maker","later","paler"]
"swore"[5]: ["raise","shore","spore","score","swore"]
"rebar"[3]: ["raise","realm","rebar"]
"scuba"[3]: ["raise","scant","scuba"]
"splat"[3]: ["raise","scant","splat"]
"flyer"[5]: ["raise","mower","leper","ulcer","flyer"]
"horny"[4]: ["raise","broth","hydro","horny"]
"mason"[3]: ["raise","sandy","mason"]
"doing"[3]: ["raise","owing","doing"]
"ozone"[4]: ["raise","fudge","penne","ozone"]
"amply"[4]: ["raise","allay","aptly","amply"]
"molar"[3]: ["raise","graft","molar"]
"ovary"[5]: ["raise","graft","chard","quark","ovary"]
"beset"[3]: ["raise","spent","beset"]
"queue"[4]: ["raise","fudge","butte","queue"]
"cliff"[4]: ["raise","owing","chick","cliff"]
"magic"[3]: ["raise","manic","magic"]
"truce"[4]: ["raise","drone","creme","truce"]
"sport"[4]: ["raise","surly","short","sport"]
"fritz"[4]: ["raise","wring","frill","fritz"]
"edict"[4]: ["raise","eking","edify","edict"]
"twirl"[3]: ["raise","wring","twirl"]
"verse"[3]: ["raise","worse","verse"]
"llama"[3]: ["raise","allay","llama"]
"eaten"[3]: ["raise","cadet","eaten"]
"range"[2]: ["raise","range"]
"whisk"[3]: ["raise","joist","whisk"]
"hovel"[5]: ["raise","fleck","lumen","jewel","hovel"]
"rehab"[4]: ["raise","realm","rebar","rehab"]
"macaw"[3]: ["raise","mangy","macaw"]
"sigma"[3]: ["raise","snail","sigma"]
"spout"[4]: ["raise","slunk","shout","spout"]
"verve"[4]: ["raise","drone","merge","verve"]
"sushi"[3]: ["raise","bison","sushi"]
"dying"[4]: ["raise","owing","vying","dying"]
"fetid"[3]: ["raise","liken","fetid"]
"brain"[3]: ["raise","trail","brain"]
"buddy"[5]: ["raise","thong","fully","dumpy","buddy"]
"thump"[4]: ["raise","thong","thumb","thump"]
"scion"[5]: ["raise","spiky","stiff","swing","scion"]
"candy"[3]: ["raise","mangy","candy"]
"chord"[3]: ["raise","broth","chord"]
"basin"[3]: ["raise","basis","basin"]
"march"[3]: ["raise","macro","march"]
"crowd"[4]: ["raise","broth","proud","crowd"]
"arbor"[3]: ["raise","graft","arbor"]
"gayly"[5]: ["raise","mangy","gawky","gaudy","gayly"]
"musky"[4]: ["raise","slunk","husky","musky"]
"stain"[3]: ["raise","snail","stain"]
"dally"[5]: ["raise","mangy","cabby","paddy","dally"]
"bless"[4]: ["raise","quest","flesh","bless"]
"bravo"[5]: ["raise","graft","drawn","cramp","bravo"]
"stung"[3]: ["raise","slunk","stung"]
"title"[4]: ["raise","binge","tithe","title"]
"ruler"[4]: ["raise","roger","ruder","ruler"]
"kiosk"[3]: ["raise","tipsy","kiosk"]
"blond"[3]: ["raise","thong","blond"]
"ennui"[4]: ["raise","liken","denim","ennui"]
"layer"[4]: ["raise","gayer","payer","layer"]
"fluid"[3]: ["raise","folio","fluid"]
"tatty"[6]: ["raise","mangy","cabby","paddy","fatty","tatty"]
"score"[4]: ["raise","shore","spore","score"]
"cutie"[4]: ["raise","binge","movie","cutie"]
"zebra"[4]: ["raise","feral","heart","zebra"]
"barge"[2]: ["raise","barge"]
"matey"[4]: ["raise","cadet","eaten","matey"]
"bluer"[5]: ["raise","mower","leper","ulcer","bluer"]
"aider"[2]: ["raise","aider"]
"shook"[4]: ["raise","slunk","stock","shook"]
"river"[4]: ["raise","relic","riper","river"]
"privy"[6]: ["raise","wring","frill","trick","primo","privy"]
"betel"[6]: ["raise","fleck","lumen","jewel","bevel","betel"]
"frisk"[4]: ["raise","prism","brisk","frisk"]
"bongo"[3]: ["raise","thong","bongo"]
"begun"[4]: ["raise","fleck","penny","begun"]
"azure"[3]: ["raise","crane","azure"]
"weave"[4]: ["raise","blade","ovate","weave"]
"genie"[3]: ["raise","binge","genie"]
"sound"[4]: ["raise","slunk","stung","sound"]
"glove"[3]: ["raise","fudge","glove"]
"braid"[4]: ["raise","trail","brain","braid"]
"scope"[4]: ["raise","stoke","scone","scope"]
"wryly"[4]: ["raise","broth","wrung","wryly"]
"rover"[3]: ["raise","roger","rover"]
"assay"[4]: ["raise","scant","usual","assay"]
"ocean"[4]: ["raise","gleam","cheat","ocean"]
"bloom"[3]: ["raise","thong","bloom"]
"irate"[2]: ["raise","irate"]
"later"[5]: ["raise","gayer","wafer","maker","later"]
"woken"[3]: ["raise","fleck","woken"]
"silky"[4]: ["raise","bison","sixth","silky"]
"wreck"[3]: ["raise","mower","wreck"]
"dwelt"[5]: ["raise","fleck","quell","whelp","dwelt"]
"slate"[3]: ["raise","stave","slate"]
"smack"[3]: ["raise","scant","smack"]
"solid"[4]: ["raise","bison","spoil","solid"]
"amaze"[7]: ["raise","blade","ovate","chafe","agape","awake","amaze"]
"hazel"[6]: ["raise","cadet","oaken","gavel","lapel","hazel"]
"wrist"[4]: ["raise","prism","brisk","wrist"]
"jolly"[3]: ["raise","thong","jolly"]
"globe"[4]: ["raise","fudge","glove","globe"]
"flint"[4]: ["raise","owing","blink","flint"]
"rouse"[2]: ["raise","rouse"]
"civil"[5]: ["raise","folio","lipid","vigil","civil"]
"vista"[3]: ["raise","snail","vista"]
"relax"[4]: ["raise","realm","regal","relax"]
"cover"[5]: ["raise","mower","hover","lover","cover"]
"alive"[4]: ["raise","abide","alike","alive"]
"beech"[3]: ["raise","fleck","beech"]
"jetty"[4]: ["raise","fleck","penny","jetty"]
"bliss"[4]: ["raise","joist","whisk","bliss"]
"vocal"[6]: ["raise","allay","tubal","modal","focal","vocal"]
"often"[4]: ["raise","fleck","unfed","often"]
"dolly"[5]: ["raise","thong","jolly","folly","dolly"]
"eight"[4]: ["raise","liken","piety","eight"]
"joker"[6]: ["raise","mower","hover","boxer","poker","joker"]
"since"[3]: ["raise","siege","since"]
"event"[4]: ["raise","fleck","tweed","event"]
"ensue"[3]: ["raise","stoke","ensue"]
"shunt"[4]: ["raise","slunk","stung","shunt"]
"diver"[5]: ["raise","liner","piper","wider","diver"]
"poser"[4]: ["raise","sheer","loser","poser"]
"worst"[3]: ["raise","burst","worst"]
"sweep"[3]: ["raise","spent","sweep"]
"alley"[3]: ["raise","gleam","alley"]
"creed"[5]: ["raise","mower","freed","breed","creed"]
"anime"[4]: ["raise","abide","alike","anime"]
"leafy"[5]: ["raise","gleam","leant","leaky","leafy"]
"bosom"[3]: ["raise","slunk","bosom"]
"dunce"[3]: ["raise","fudge","dunce"]
"stare"[3]: ["raise","share","stare"]
"pudgy"[3]: ["raise","thong","pudgy"]
"waive"[2]: ["raise","waive"]
"choir"[4]: ["raise","dirty","groin","choir"]
"stood"[4]: ["raise","slunk","swoop","stood"]
"spoke"[4]: ["raise","stoke","smoke","spoke"]
"outgo"[3]: ["raise","thong","outgo"]
"delay"[4]: ["raise","gleam","pedal","delay"]
"bilge"[3]: ["raise","binge","bilge"]
"ideal"[2]: ["raise","ideal"]
"clasp"[4]: ["raise","quash","spasm","clasp"]
"seize"[4]: ["raise","spine","slime","seize"]
"hotly"[4]: ["raise","thong","youth","hotly"]
"laugh"[3]: ["raise","mangy","laugh"]
"sieve"[3]: ["raise","siege","sieve"]
"block"[4]: ["raise","thong","bloom","block"]
"meant"[3]: ["raise","gleam","meant"]
"grape"[4]: ["raise","crane","drake","grape"]
"noose"[5]: ["raise","moose","loose","goose","noose"]
"hardy"[4]: ["raise","macro","party","hardy"]
"shied"[3]: ["raise","spiel","shied"]
"drawl"[4]: ["raise","graft","drawn","drawl"]
"daisy"[2]: ["raise","daisy"]
"putty"[3]: ["raise","thong","putty"]
"strut"[5]: ["raise","surly","scrub","shrug","strut"]
"burnt"[4]: ["raise","broth","blurt","burnt"]
"tulip"[4]: ["raise","folio","unlit","tulip"]
"crick"[5]: ["raise","wring","frill","trick","crick"]
"idyll"[3]: ["raise","folio","idyll"]
"vixen"[4]: ["raise","liken","given","vixen"]
"furor"[4]: ["raise","broth","worry","furor"]
"geeky"[3]: ["raise","fleck","geeky"]
"cough"[3]: ["raise","thong","cough"]
"naive"[3]: ["raise","waive","naive"]
"shoal"[4]: ["raise","scant","squad","shoal"]
"stork"[4]: ["raise","surly","short","stork"]
"bathe"[4]: ["raise","gauge","lathe","bathe"]
"aunty"[3]: ["raise","allay","aunty"]
"check"[3]: ["raise","fleck","check"]
"prime"[4]: ["raise","crime","grime","prime"]
"brass"[4]: ["raise","grass","crass","brass"]
"outer"[5]: ["raise","mower","older","other","outer"]
"furry"[4]: ["raise","broth","curvy","furry"]
"razor"[4]: ["raise","rally","rajah","razor"]
"elect"[3]: ["raise","fleck","elect"]
"evict"[4]: ["raise","eking","edify","evict"]
"imply"[4]: ["raise","folio","idyll","imply"]
"demur"[4]: ["raise","mower","lemur","demur"]
"quota"[4]: ["raise","allay","dogma","quota"]
"haven"[4]: ["raise","cadet","oaken","haven"]
"cavil"[4]: ["raise","manic","tacit","cavil"]
"swear"[3]: ["raise","shear","swear"]
"crump"[4]: ["raise","broth","wrung","crump"]
"dough"[5]: ["raise","thong","cough","bough","dough"]
"gavel"[4]: ["raise","cadet","oaken","gavel"]
"wagon"[4]: ["raise","mangy","pagan","wagon"]
"salon"[3]: ["raise","sandy","salon"]
"nudge"[3]: ["raise","fudge","nudge"]
"harem"[3]: ["raise","gayer","harem"]
"pitch"[6]: ["raise","folio","tight","ditch","hitch","pitch"]
"sworn"[5]: ["raise","surly","short","scorn","sworn"]
"pupil"[4]: ["raise","folio","lipid","pupil"]
"excel"[3]: ["raise","fleck","excel"]
"stony"[3]: ["raise","slunk","stony"]
"cabin"[3]: ["raise","manic","cabin"]
"unzip"[3]: ["raise","folio","unzip"]
"queen"[4]: ["raise","fleck","tweed","queen"]
"trout"[3]: ["raise","broth","trout"]
"polyp"[4]: ["raise","thong","jolly","polyp"]
"earth"[3]: ["raise","gayer","earth"]
"storm"[5]: ["raise","surly","short","stork","storm"]
"until"[4]: ["raise","folio","lipid","until"]
"taper"[6]: ["raise","gayer","wafer","maker","later","taper"]
"enter"[4]: ["raise","mower","leper","enter"]
"child"[4]: ["raise","owing","chick","child"]
"adopt"[3]: ["raise","allay","adopt"]
"minor"[4]: ["raise","dirty","vigor","minor"]
"fatty"[5]: ["raise","mangy","cabby","paddy","fatty"]
"husky"[3]: ["raise","slunk","husky"]
"brave"[6]: ["raise","crane","drake","grape","frame","brave"]
"filet"[3]: ["raise","liken","filet"]
"slime"[3]: ["raise","spine","slime"]
"glint"[3]: ["raise","owing","glint"]
"tread"[4]: ["raise","feral","bread","tread"]
"steal"[3]: ["raise","steak","steal"]
"regal"[3]: ["raise","realm","regal"]
"guest"[3]: ["raise","quest","guest"]
"every"[5]: ["raise","mower","trend","leery","every"]
"murky"[5]: ["raise","broth","curvy","furry","murky"]
"share"[2]: ["raise","share"]
"spore"[3]: ["raise","shore","spore"]
"hoist"[3]: ["raise","joist","hoist"]
"buxom"[4]: ["raise","thong","jolly","buxom"]
"inner"[3]: ["raise","liner","inner"]
"otter"[5]: ["raise","mower","older","other","otter"]
"dimly"[4]: ["raise","folio","idyll","dimly"]
"level"[4]: ["raise","fleck","lumen","level"]
"sumac"[3]: ["raise","scant","sumac"]
"donut"[3]: ["raise","thong","donut"]
"stilt"[5]: ["raise","spiky","stiff","still","stilt"]
"arena"[3]: ["raise","feral","arena"]
"sheet"[5]: ["raise","spent","smelt","sweet","sheet"]
"scrub"[3]: ["raise","surly","scrub"]
