"cigar"[3]: ["raise","trail","cigar"]
"spied"[3]: ["raise","spiel","spied"]
"undid"[4]: ["raise","folio","unzip","undid"]
"intro"[4]: ["raise","dirty","orbit","intro"]
"basal"[4]: ["raise","sandy","pasta","basal"]
"shine"[4]: ["raise","spine","swine","shine"]
"gecko"[3]: ["raise","fleck","gecko"]
"rodeo"[3]: ["raise","roger","rodeo"]
"guard"[3]: ["raise","graft","guard"]
"steer"[4]: ["raise","sheer","sneer","steer"]
"loamy"[3]: ["raise","allay","loamy"]
"scamp"[4]: ["raise","scant","scalp","scamp"]
"scram"[4]: ["raise","spark","stray","scram"]
"manly"[3]: ["raise","mangy","manly"]
"hello"[5]: ["raise","fleck","lumen","belly","hello"]
"vaunt"[7]: ["raise","mangy","daunt","haunt","taunt","jaunt","vaunt"]
"organ"[3]: ["raise","graft","organ"]
"feral"[2]: ["raise","feral"]
"knock"[4]: ["raise","thong","clown","knock"]
"extra"[4]: ["raise","feral","arena","extra"]
"condo"[4]: ["raise","thong","colon","condo"]
"adapt"[4]: ["raise","allay","aback","adapt"]
"willy"[6]: ["raise","folio","hilly","billy","dilly","willy"]
"polka"[3]: ["raise","allay","polka"]
"rayon"[3]: ["raise","rally","rayon"]
"skirt"[3]: ["raise","shirk","skirt"]
"faith"[3]: ["raise","paint","faith"]
"torso"[3]: ["raise","burst","torso"]
"match"[4]: ["raise","mangy","macaw","match"]
"mercy"[4]: ["raise","mower","merry","mercy"]
"tepid"[4]: ["raise","liken","fetid","tepid"]
"sleek"[4]: ["raise","spent","smell","sleek"]
"riser"[3]: ["raise","risen","riser"]
"twixt"[3]: ["raise","owing","twixt"]
"peace"[5]: ["raise","blade","ovate","chafe","peace"]
"flush"[4]: ["raise","bossy","plush","flush"]
"catty"[5]: ["raise","mangy","cabby","caddy","catty"]
"login"[4]: ["raise","folio","logic","login"]
"eject"[4]: ["raise","fleck","beech","eject"]
"roger"[2]: ["raise","roger"]
"rival"[2]: ["raise","rival"]
"untie"[3]: ["raise","binge","untie"]
"refit"[4]: ["raise","relic","remit","refit"]
"aorta"[4]: ["raise","graft","altar","aorta"]
"adult"[4]: ["raise","allay","awful","adult"]
"judge"[5]: ["raise","fudge","nudge","budge","judge"]
"rower"[4]: ["raise","roger","rover","rower"]
"artsy"[3]: ["raise","grass","artsy"]
"rural"[3]: ["raise","royal","rural"]
"shave"[4]: ["raise","stave","suave","shave"]
